;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
227.;1601132389;09.11.2009;INTEL CAPITAL CORPORATION;PHOENIX NEW MEDIA;CN;4899 / 8999;Minority stake unknown %
228.;1601023964;12.09.2008;INTEL CAPITAL CORPORATION;ENVIVIO INC.;US;7371 / 7372;Minority stake unknown %
229.;475996;25.08.2006;INTEL CAPITAL CORPORATION;CHINACARS INC.;CN;4899 / 7379;Minority stake unknown %
230.;252176;11.01.2001;INTEL CAPITAL CORPORATION;VISUAL INSIGHTS SOFTWARE;US;7371;Minority stake unknown %
231.;154975;05.03.2001;INTEL CAPITAL CORPORATION;NETWORK PHYSICS INC.;US;7371 / 7372;Minority stake unknown %
232.;139492;26.11.2002;INTEL CAPITAL CORPORATION;SURFACE LOGIX INC.;US;8731;Minority stake unknown %
233.;134264;14.02.2000;INTEL CAPITAL CORPORATION;OASIS TECHNOLOGY LTD;CA;7371 / 7372;Minority stake unknown %
234.;96678;;INTEL CAPITAL CORPORATION;PRINCETON OPTRONICS INC.;US;3674;Minority stake unknown %
235.;1601490847;27.06.2013;INTEL CAPITAL CORPORATION;CLINKLE CORPORATION;US;7374;Minority stake unknown %
236.;1601444301;06.02.2013;INTEL CAPITAL CORPORATION;URBAN AIRSHIP INC.;US;7372 / 7374;Minority stake unknown %
237.;410270;06.06.2006;INTEL CAPITAL CORPORATION;FYRE STORM INC.;US;3674;Minority stake unknown %
238.;406720;04.01.2006;INTEL CAPITAL CORPORATION;ENTROPIC COMMUNICATIONS INC.;US;3674;Minority stake unknown %
239.;84156;12.02.2001;INTEL CAPITAL CORPORATION;PHONE-OR;IL;3651 / 3827;Minority stake unknown %
240.;1601131238;02.05.2002;INTEL CAPITAL CORPORATION;ZONE LABS INC.;US;7371 / 7372;Minority stake unknown %
241.;372066;24.08.2005;INTEL CAPITAL CORPORATION;INTELLON CORPORATION;US;3661 / 3663 / 3669 / 3674;Minority stake unknown %
242.;304026;20.04.2006;INTEL CAPITAL CORPORATION;MFORMATION SOFTWARE TECHNOLOGIES LLC;US;7371 / 7372;Minority stake unknown %
243.;1601097833;29.07.2009;INTEL CAPITAL CORPORATION;CONVEY COMPUTER CORPORATION;US;3571 / 3575 / 7371;Minority stake unknown %
244.;1909122738;08.07.2014;INTEL CAPITAL CORPORATION;CLOUDIAN INC.;US;7372 / 7374;Minority stake
245.;1601110947;30.09.2006;INTEL CAPITAL CORPORATION;SPIKESOURCE INC.;US;7371 / 7372;Minority stake unknown %
246.;622720;26.02.2008;INTEL CAPITAL CORPORATION;WISAIR LTD;IL;3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 8731;Minority stake unknown %
247.;199840;10.02.2000;INTEL CAPITAL CORPORATION;DIGITAL ENTERTAINMENT NETWORK;US;8999;Minority stake unknown %
248.;122004;11.12.2002;INTEL CAPITAL CORPORATION;OPTICAL SOLUTIONS INC.;US;3661 / 3674 / 3827 / 7371;Minority stake unknown %
249.;1909602808;10.07.2017;INTEL CAPITAL CORPORATION;INPRIA CORPORATION;US;3674 / 8731;Minority stake unknown %
250.;180265;17.11.2003;INTEL CAPITAL CORPORATION;ASIP INC.;US;3674;Minority stake unknown %
251.;1909447699;07.06.2016;INTEL CAPITAL CORPORATION;HELPSHIFT INC.;US;7372 / 7374;Minority stake unknown %
252.;1601379586;05.09.2012;INTEL CAPITAL CORPORATION;SAND 9 INC.;US;3674 / 8731;Minority stake unknown %
253.;1601272776;23.05.2011;INTEL CAPITAL CORPORATION;CROWDSTAR INC.;US;7371 / 7372;Minority stake unknown %
