;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
112.;1601075301;05.05.2009;SIEMENS VENTURE CAPITAL GMBH;POWERIT SOLUTIONS LLC;US;7372 / 7374;Minority stake unknown %
113.;282262;04.10.2004;SIEMENS VENTURE CAPITAL GMBH;CENTERBOARD;US;7371 / 7372;Minority stake unknown %
114.;204652;11.11.2003;SIEMENS VENTURE CAPITAL GMBH;CENTERBOARD;US;7371 / 7372;Minority stake unknown %
115.;377772;14.09.2005;SIEMENS VENTURE CAPITAL GMBH;PANORATIO DATABASE IMAGES GMBH;DE;7371;Minority stake unknown %
116.;1909241748;03.06.2015;SIEMENS VENTURE CAPITAL GMBH;PLOTLY INC.;CA;7374;Minority stake unknown %
117.;221737;29.01.2004;SIEMENS VENTURE CAPITAL GMBH;ENOCEAN GMBH;DE;3663 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 8731;Minority stake unknown %
118.;1909418265;21.03.2016;SIEMENS VENTURE CAPITAL GMBH;ADARZA BIOSYSTEMS INC.;US;3845 / 8731;Minority stake unknown %
119.;544510;05.06.2007;SIEMENS VENTURE CAPITAL GMBH;BEIJING CHEMCLIN BIOTECH CO., LTD;CN;2835 / 8731;Minority stake unknown %
120.;527282;22.03.2007;SIEMENS VENTURE CAPITAL GMBH;SERVERON CORPORATION;US;3812 / 3822 / 3823 / 3824 / 3825 / 3826 / 3829 / 3844 / 3845;Minority stake unknown %
121.;181856;18.09.2000;SIEMENS VENTURE CAPITAL GMBH;INTERLINK NETWORKS INC.;US;7371 / 7372;Minority stake unknown %
122.;1909265855;10.12.2013;SIEMENS VENTURE CAPITAL GMBH;TEAMUP TECHNOLOGIES INC.;CA;7374;Minority stake unknown %
123.;120298;04.07.2002;SIEMENS VENTURE CAPITAL GMBH;FIRST SENSOR TECHNOLOGY GMBH;DE;3823;Minority stake unknown %
124.;123587;26.02.2002;SIEMENS VENTURE CAPITAL GMBH;ENOCEAN GMBH;DE;3663 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 8731;Minority stake unknown %
125.;1909095846;22.04.2014;SIEMENS VENTURE CAPITAL GMBH;ELECTRIC CLOUD INC.;US;7371;Minority stake unknown %
126.;192060;22.09.2003;SIEMENS VENTURE CAPITAL GMBH;KAGOOR NETWORKS INC.;US;3571 / 3572 / 3575 / 3661 / 3663 / 3669;Minority stake unknown %
127.;171872;09.06.2003;SIEMENS VENTURE CAPITAL GMBH;KYMA TECHNOLOGIES INC.;US;3674;Minority stake unknown %
128.;1601192065;25.05.2010;SIEMENS VENTURE CAPITAL GMBH;WIRESCAN AS;NO;1382 / 1389 / 3829;Minority stake unknown %
129.;1601111840;31.03.2006;SIEMENS VENTURE CAPITAL GMBH;MOVIUS INTERACTIVE CORPORATION;US;7374;Minority stake unknown %
130.;1909648595;25.10.2017;SIEMENS VENTURE CAPITAL GMBH;ATOM POWER LLC;US;3575 / 7371 / 7372;Minority stake unknown %
131.;526331;19.03.2007;SIEMENS VENTURE CAPITAL GMBH;PRENOVA INC.;US;6019 / 6099 / 7371 / 7372 / 7374;Minority stake unknown %
132.;338830;26.04.2005;SIEMENS VENTURE CAPITAL GMBH;POLYCHROMIX INC.;US;3661 / 3674;Minority stake unknown %
133.;1909147233;18.09.2014;SIEMENS VENTURE CAPITAL GMBH;AUGMATE;US;7371 / 7372 / 7374;Minority stake unknown %
134.;66636;07.03.2000;SIEMENS VENTURE CAPITAL GMBH;SAMBA DIGITAL MEDIA;CZ;7371;Minority stake 33%
135.;383352;28.09.2005;SIEMENS VENTURE CAPITAL GMBH;51PEGASI;NL;7371 / 7372;Minority stake unknown %
136.;1909190461;20.01.2015;SIEMENS VENTURE CAPITAL GMBH;ALCHEMIST ACCELERATOR LLC;US;6799 / 8742;Minority stake unknown %
137.;618739;30.11.2008;SIEMENS VENTURE CAPITAL GMBH;ENSTORAGE INC.;IL;3691 / 3692;Minority stake unknown %
138.;1601125215;01.04.2008;SIEMENS VENTURE CAPITAL GMBH;RAZZ INC.;US;7371;Minority stake unknown %
139.;72617;31.07.2000;SIEMENS VENTURE CAPITAL GMBH;ACOTEC GMBH;DE;7371;Minority stake unknown %
140.;89128;07.05.2001;SIEMENS VENTURE CAPITAL GMBH;WEBWASHER AG;DE;7371 / 7372;Minority stake unknown %
141.;91013;29.05.2001;SIEMENS VENTURE CAPITAL GMBH;WORKSTATION AG;CH;7371;Minority stake 5%
